Location,Cruise,Latitude,Longitude,Date_Time,Temp,Sal,DO,Depth,pH,Sigma_t
Well 7,1,32.7069,79.6611,6/7/18 10:10,27.52,33.74,6.49,0.14,7.99,21.63
Well 7,1,32.7069,79.6611,6/7/18 10:11,27.32,33.93,6.45,0.87,8.01,21.84
Well 7,1,32.7069,79.6611,6/7/18 10:12,27.35,34.66,6.24,1.99,8.01,22.37
Well 7,1,32.7069,79.6611,6/7/18 10:12,27.32,34.81,6.14,3.12,8.01,22.5
Well 7,1,32.7069,79.6611,6/7/18 10:12,27.28,34.91,6.05,4.13,8.01,22.58
Well 7,1,32.7069,79.6611,6/7/18 10:13,26.6,35.53,5.94,5.54,8,23.27
Well 7,1,32.7069,79.6611,6/7/18 10:13,25.84,35.91,5.69,6.15,7.98,23.79
Well 7,1,32.7069,79.6611,6/7/18 10:13,25.81,35.92,5.52,7.28,7.98,23.81
Well 7,1,32.7069,79.6611,6/7/18 10:14,25.84,35.91,5.43,5.88,7.98,23.79
Well 7,1,32.7069,79.6611,6/7/18 10:14,26.78,35.42,5.67,4.87,8.02,23.13
Well 7,1,32.7069,79.6611,6/7/18 10:15,27.26,34.93,5.72,3.92,8.03,22.61
Well 7,1,32.7069,79.6611,6/7/18 10:15,27.33,34.81,5.75,2.9,8.04,22.49
Well 7,1,32.7069,79.6611,6/7/18 10:15,27.35,34.68,5.78,1.87,8.04,22.39
Well 7,1,32.7069,79.6611,6/7/18 10:15,27.33,34.36,5.81,0.96,8.04,22.16
Well 7,1,32.7069,79.6611,6/7/18 10:16,27.39,33.83,5.88,0.11,8.05,21.74
Well 12,1,32.7266,79.6151,6/7/18 12:38,27.85,33.79,4.88,0.16,8,21.56
Well 12,1,32.7266,79.6151,6/7/18 12:39,27.99,33.5,5.32,0.79,8.02,21.3
Well 12,1,32.7266,79.6151,6/7/18 12:39,27.47,34.01,5.31,1.71,8.02,21.85
Well 12,1,32.7266,79.6151,6/7/18 12:39,27.21,34.48,5.17,3.04,8.02,22.28
Well 12,1,32.7266,79.6151,6/7/18 12:39,27.16,34.84,5.08,4.01,8.02,22.57
Well 12,1,32.7266,79.6151,6/7/18 12:39,27.08,35.02,4.99,5.12,8.02,22.73
Well 12,1,32.7266,79.6151,6/7/18 12:40,26.89,35.2,4.88,5.71,8.01,22.93
Well 12,1,32.7266,79.6151,6/7/18 12:40,26.42,35.43,4.71,7.13,8.01,23.25
Well 12,1,32.7266,79.6151,6/7/18 12:40,25.32,35.99,4.47,8.07,8.02,24.01
Well 12,1,32.7266,79.6151,6/7/18 12:40,24.94,36.22,4.53,9.09,8.03,24.3
Well 12,1,32.7266,79.6151,6/7/18 12:40,24.89,36.25,4.49,9.99,8.03,24.34
Well 12,1,32.7266,79.6151,6/7/18 12:41,24.88,36.26,4.4,10.56,8.03,24.35
Well 12,1,32.7266,79.6151,6/7/18 12:41,24.88,36.27,4.41,11.85,8.03,24.36
Well 12,1,32.7266,79.6151,6/7/18 12:41,24.88,36.27,4.39,11.71,8.03,24.36
Well 12,1,32.7266,79.6151,6/7/18 12:41,24.88,36.26,4.43,11.01,8.03,24.35
Well 12,1,32.7266,79.6151,6/7/18 12:41,24.88,36.26,4.43,9.79,8.03,24.35
Well 12,1,32.7266,79.6151,6/7/18 12:42,24.88,36.26,4.5,8.57,8.03,24.35
Well 12,1,32.7266,79.6151,6/7/18 12:42,25.03,36.18,4.51,7.78,8.02,24.25
Well 12,1,32.7266,79.6151,6/7/18 12:43,26.63,35.4,4.58,6.11,8.01,23.16
Well 12,1,32.7266,79.6151,6/7/18 12:43,26.88,35.28,4.71,4.99,8.02,22.99
Well 12,1,32.7266,79.6151,6/7/18 12:43,27.08,35.07,4.75,3.55,8.02,22.77
Well 12,1,32.7266,79.6151,6/7/18 12:43,27.18,34.72,4.79,2.63,8.03,22.47
Well 12,1,32.7266,79.6151,6/7/18 12:43,27.23,34.43,4.81,1.2,8.03,22.24
Well 12,1,32.7266,79.6151,6/7/18 12:44,27.32,34.14,4.87,0.84,8.04,21.99
Well 12,1,32.7266,79.6151,6/7/18 12:44,27.72,34,4.88,0.1,8.04,21.76
Well 12,2,32.7266,79.6151,8/7/18 10:01,27.88,34.16,7.35,0.05,8.04,21.83
Well 12,2,32.7266,79.6151,8/7/18 10:02,27.75,34.15,6.73,0.92,8.06,21.86
Well 12,2,32.7266,79.6151,8/7/18 10:03,27.77,34.46,6.44,2.19,8.06,22.09
Well 12,2,32.7266,79.6151,8/7/18 10:03,27.53,35.09,6.07,3.16,8.05,22.64
Well 12,2,32.7266,79.6151,8/7/18 10:04,26.26,35.97,5.43,4.07,8.06,23.71
Well 12,2,32.7266,79.6151,8/7/18 10:05,25.62,36.23,5.08,5.1,8.06,24.1
Well 12,2,32.7266,79.6151,8/7/18 10:06,25.43,36.31,4.95,6.06,8.06,24.22
Well 12,2,32.7266,79.6151,8/7/18 10:07,25.33,36.35,4.93,7.01,8.06,24.28
Well 12,2,32.7266,79.6151,8/7/18 10:07,25.32,36.35,4.95,8.08,8.07,24.29
Well 12,2,32.7266,79.6151,8/7/18 10:09,25.33,36.35,5.01,9.08,8.07,24.28
Well 12,2,32.7266,79.6151,8/7/18 10:10,25.33,36.34,5.08,9.59,8.07,24.28
Well 12,2,32.7266,79.6151,8/7/18 10:11,25.32,36.35,5.11,9.05,8.07,24.29
Well 12,2,32.7266,79.6151,8/7/18 10:12,25.32,36.35,5.15,7.92,8.07,24.29
Well 12,2,32.7266,79.6151,8/7/18 10:12,25.33,36.35,5.18,7,8.07,24.28
Well 12,2,32.7266,79.6151,8/7/18 10:13,25.42,36.31,5.25,6.05,8.07,24.23
Well 12,2,32.7266,79.6151,8/7/18 10:14,25.59,36.25,5.35,5.09,8.08,24.13
Well 12,2,32.7266,79.6151,8/7/18 10:16,25.93,36.11,5.6,4.15,8.08,23.92
Well 12,2,32.7266,79.6151,8/7/18 10:16,27.53,35.24,6.05,2.95,8.08,22.75
Well 12,2,32.7266,79.6151,8/7/18 10:17,27.67,34.66,6.27,1.91,8.08,22.27
Well 12,2,32.7266,79.6151,8/7/18 10:17,27.77,34.24,6.42,0.97,8.09,21.92
Well 12,2,32.7266,79.6151,8/7/18 10:18,28.03,34.19,6.51,-0.02,8.09,21.8
Well 14,2,32.7479,79.5692,8/7/18 13:19,28.57,34,5.51,-0.08,8.04,21.48
Well 14,2,32.7479,79.5692,8/7/18 13:21,28.53,34.01,5.55,0.9,8.05,21.5
Well 14,2,32.7479,79.5692,8/7/18 13:21,28.25,34.32,5.51,2.05,8.05,21.83
Well 14,2,32.7479,79.5692,8/7/18 13:22,28.09,34.85,5.44,2.94,8.04,22.28
Well 14,2,32.7479,79.5692,8/7/18 13:22,27.84,35.14,5.38,3.95,8.04,22.58
Well 14,2,32.7479,79.5692,8/7/18 13:23,27.29,35.6,5.19,4.91,8.05,23.1
Well 14,2,32.7479,79.5692,8/7/18 13:24,25.86,36.14,4.88,5.94,8.04,23.96
Well 14,2,32.7479,79.5692,8/7/18 13:25,25.36,36.33,4.74,7.1,8.04,24.26
Well 14,2,32.7479,79.5692,8/7/18 13:25,25.01,36.45,4.68,8.1,8.04,24.46
Well 14,2,32.7479,79.5692,8/7/18 13:26,24.99,36.45,4.73,8.87,8.04,24.46
Well 14,2,32.7479,79.5692,8/7/18 13:26,24.98,36.46,4.79,10.05,8.05,24.47
Well 14,2,32.7479,79.5692,8/7/18 13:27,24.98,36.46,4.84,11.07,8.05,24.47
Well 14,2,32.7479,79.5692,8/7/18 13:28,24.98,36.46,4.9,11.87,8.05,24.47
Well 14,2,32.7479,79.5692,8/7/18 13:28,24.98,36.46,4.93,12.73,8.05,24.47
Well 15,2,32.7878,79.5947,8/7/18 14:36,28.17,6.66,6.73,-0.1,8.05,1.22
Well 15,2,32.7878,79.5947,8/7/18 14:37,28.16,34.59,5.78,0.98,8.06,22.06
Well 15,2,32.7878,79.5947,8/7/18 14:37,28.08,34.63,5.74,1.95,8.06,22.11
Well 15,2,32.7878,79.5947,8/7/18 14:38,27.81,34.77,5.64,3.13,8.06,22.31
Well 15,2,32.7878,79.5947,8/7/18 14:39,25.94,36.15,5.04,3.9,8.05,23.94
Well 15,2,32.7878,79.5947,8/7/18 14:40,25.87,36.17,5.01,4.71,8.05,23.98
Well 15,2,32.7878,79.5947,8/7/18 14:40,25.69,36.24,5.01,5.82,8.06,24.09
Well 15,2,32.7878,79.5947,8/7/18 14:41,25.54,36.3,4.99,7.01,8.06,24.18
Well 15,2,32.7878,79.5947,8/7/18 14:41,25.52,36.31,5,8.01,8.06,24.19
Well 15,2,32.7878,79.5947,8/7/18 14:42,25.5,36.31,5.01,9.07,8.05,24.2
Well 15,2,32.7878,79.5947,8/7/18 14:42,25.5,36.32,5.03,9.92,8.05,24.21
Well 15,2,32.7878,79.5947,8/7/18 14:42,25.5,36.32,5.03,11.05,8.05,24.21
Well 15,2,32.7878,79.5947,8/7/18 14:43,25.5,36.32,5.04,12.13,8.05,24.21
Well 15,2,32.7878,79.5947,8/7/18 14:43,25.5,36.31,5.06,12.15,8.05,24.2
Well 7,3,32.7069,79.6611,10/15/18 14:11,26.64,28.28,6.06,0.25,8.12,17.81
Well 7,3,32.7069,79.6611,10/15/18 14:11,26.65,28.24,5.75,0.49,8.12,17.78
Well 7,3,32.7069,79.6611,10/15/18 14:12,26.59,28.24,5.83,0.83,8.11,17.8
Well 7,3,32.7069,79.6611,10/15/18 14:12,26.22,28.34,5.81,1.73,8.09,17.99
Well 7,3,32.7069,79.6611,10/15/18 14:12,25.92,29.51,5.73,3.14,8.13,18.95
Well 7,3,32.7069,79.6611,10/15/18 14:14,26.06,29.51,5.8,2.93,8.12,18.91
Well 7,3,32.7069,79.6611,10/15/18 14:14,25.96,29.74,5.91,4.13,8.13,19.12
Well 7,3,32.7069,79.6611,10/15/18 14:14,26.27,31.59,5.92,4.95,8.09,20.41
Well 7,3,32.7069,79.6611,10/15/18 14:14,26.9,31.84,5.88,6.16,8.03,20.4
Well 7,3,32.7069,79.6611,10/15/18 14:15,26.99,31.94,5.46,7.12,8,20.45
Well 7,3,32.7069,79.6611,10/15/18 14:15,27.09,32.08,5.25,7.9,7.99,20.52
Well 7,3,32.7069,79.6611,10/15/18 14:15,27.08,32.13,5.11,8.72,7.99,20.56
Well 7,3,32.7069,79.6611,10/15/18 14:15,27.07,32.16,5.09,9.99,7.99,20.59
Well 7,3,32.7069,79.6611,10/15/18 14:16,27.08,32.24,5.08,11.06,7.99,20.64
Well 7,3,32.7069,79.6611,10/15/18 14:16,27.08,32.25,5.09,10.81,8,20.65
Well 7,3,32.7069,79.6611,10/15/18 14:16,27.08,32.23,5.11,9.88,7.99,20.64
Well 7,3,32.7069,79.6611,10/15/18 14:16,27.07,32.15,5.12,9.05,8,20.58
Well 7,3,32.7069,79.6611,10/15/18 14:16,27.09,32.11,5.14,8.28,7.99,20.54
Well 7,3,32.7069,79.6611,10/15/18 14:16,27.1,32.05,5.16,6.78,7.99,20.49
Well 7,3,32.7069,79.6611,10/15/18 14:17,27.05,31.93,5.15,5.95,8,20.42
Well 7,3,32.7069,79.6611,10/15/18 14:17,26.6,30.48,5.16,4.83,8.04,19.47
Well 12,3,32.7266,79.6151,10/15/18 10:05,25.63,28.81,8.92,-0.06,8.09,18.52
Well 12,3,32.7266,79.6151,10/15/18 10:07,25.62,28.84,7.4,0.58,8.14,18.54
Well 12,3,32.7266,79.6151,10/15/18 10:07,25.64,28.83,6.72,1.33,8.13,18.53
Well 12,3,32.7266,79.6151,10/15/18 10:08,25.69,29.07,6.88,2.07,8.12,18.69
Well 12,3,32.7266,79.6151,10/15/18 10:08,25.82,29.71,6.93,2.65,8.11,19.14
Well 12,3,32.7266,79.6151,10/15/18 10:08,26.17,30.72,6.86,3.88,8.07,19.79
Well 12,3,32.7266,79.6151,10/15/18 10:08,26.72,32.29,6.63,5.5,8.03,20.79
Well 12,3,32.7266,79.6151,10/15/18 10:08,27.02,32.16,6.42,5.8,8,20.6
Well 12,3,32.7266,79.6151,10/15/18 10:09,27.04,32.18,6.1,7.05,8,20.61
Well 12,3,32.7266,79.6151,10/15/18 10:09,27.02,32.27,5.88,8.21,8,20.68
Well 12,3,32.7266,79.6151,10/15/18 10:09,27.02,32.5,5.82,8.91,8,20.86
Well 12,3,32.7266,79.6151,10/15/18 10:09,27.02,32.61,5.77,10.07,8.01,20.94
Well 12,3,32.7266,79.6151,10/15/18 10:10,27.03,32.62,5.7,10.06,8.01,20.94
Well 12,3,32.7266,79.6151,10/15/18 10:10,27.03,32.61,5.66,9.11,8.01,20.94
Well 12,3,32.7266,79.6151,10/15/18 10:10,27.03,32.27,5.7,8.17,8.01,20.68
Well 12,3,32.7266,79.6151,10/15/18 10:10,27.03,32.24,5.71,7.05,8,20.66
Well 12,3,32.7266,79.6151,10/15/18 10:10,27.05,32.16,5.7,5.78,8,20.59
Well 12,3,32.7266,79.6151,10/15/18 10:11,26.87,32.12,5.67,4.79,8.01,20.62
Well 12,3,32.7266,79.6151,10/15/18 10:11,26.48,29.86,5.86,3.65,8.05,19.05
Well 12,3,32.7266,79.6151,10/15/18 10:11,26.06,29.76,5.93,2.82,8.08,19.1
Well 12,3,32.7266,79.6151,10/15/18 10:11,25.79,28.78,6.23,1.67,8.11,18.45
Well 12,3,32.7266,79.6151,10/15/18 10:11,25.66,28.83,6.53,0.94,8.12,18.52
Well 12,3,32.7266,79.6151,10/15/18 10:12,25.65,28.82,6.7,0.46,8.12,18.52
Well 12,3,32.7266,79.6151,10/15/18 10:12,25.65,28.82,6.83,0.08,8.13,18.52
Well 11,4,32.7671,79.6414,11/19/18 16:02,19.04,10.3,2.12,-0.11,8.24,6.3
Well 11,4,32.7671,79.6414,11/19/18 16:03,18.14,31.31,0.47,0.56,8.21,22.44
Well 11,4,32.7671,79.6414,11/19/18 16:03,18.03,31.23,0.49,1.09,8.2,22.41
Well 11,4,32.7671,79.6414,11/19/18 16:03,17.5,31.33,0.47,2.15,8.19,22.61
Well 11,4,32.7671,79.6414,11/19/18 16:03,17.31,31.41,0.44,2.99,8.18,22.72
Well 11,4,32.7671,79.6414,11/19/18 16:03,17.29,31.44,0.45,3.96,8.17,22.74
Well 11,4,32.7671,79.6414,11/19/18 16:04,17.3,31.45,0.45,4.85,8.16,22.75
Well 11,4,32.7671,79.6414,11/19/18 16:04,17.3,31.45,0.45,6.2,8.16,22.75
Well 11,4,32.7671,79.6414,11/19/18 16:04,17.3,31.46,0.45,7.12,8.15,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:04,17.3,31.46,0.46,7.82,8.15,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:04,17.3,31.46,0.45,9.09,8.14,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:05,17.3,31.46,0.46,10.13,8.14,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:05,17.3,31.46,0.46,10.9,8.14,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:05,17.3,31.45,0.47,11.46,8.13,22.75
Well 11,4,32.7671,79.6414,11/19/18 16:05,17.3,31.45,0.46,11.19,8.13,22.75
Well 11,4,32.7671,79.6414,11/19/18 16:05,17.3,31.45,0.47,10.64,8.13,22.75
Well 11,4,32.7671,79.6414,11/19/18 16:05,17.3,31.46,0.47,9.38,8.13,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:06,17.3,31.46,0.48,8.55,8.13,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:06,17.3,31.46,0.49,7.43,8.13,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:06,17.3,31.46,0.49,6.15,8.13,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:06,17.3,31.46,0.51,5.28,8.13,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:07,17.3,31.45,0.51,4.51,8.13,22.75
Well 11,4,32.7671,79.6414,11/19/18 16:07,17.3,31.46,0.52,3.63,8.14,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:07,17.3,31.46,0.52,2.23,8.13,22.76
Well 11,4,32.7671,79.6414,11/19/18 16:08,17.36,31.38,0.57,2.02,8.15,22.68
Well 11,4,32.7671,79.6414,11/19/18 16:08,18.07,31.32,0.63,0.93,8.16,22.47
Well 11,4,32.7671,79.6414,11/19/18 16:08,18.08,31.33,0.65,0.24,8.16,22.47
Well 11,4,32.7671,79.6414,11/19/18 16:09,18.09,31.33,0.66,-0.12,8.16,22.47
Well 12,4,32.7266,79.6151,11/19/18 10:07,17.5,31.81,0.02,0.01,8.02,22.98
Well 12,4,32.7266,79.6151,11/19/18 10:08,17.5,31.81,0.02,0.48,8.04,22.98
Well 12,4,32.7266,79.6151,11/19/18 10:08,17.5,31.8,0.02,1.09,8.04,22.97
Well 12,4,32.7266,79.6151,11/19/18 10:08,17.5,31.8,0.03,1.93,8.05,22.97
Well 12,4,32.7266,79.6151,11/19/18 10:09,17.52,31.84,0.03,3.01,8.05,23
Well 12,4,32.7266,79.6151,11/19/18 10:09,17.56,31.87,0.02,3.96,8.06,23.01
Well 12,4,32.7266,79.6151,11/19/18 10:09,17.6,31.9,0.02,5.07,8.06,23.02
Well 12,4,32.7266,79.6151,11/19/18 10:09,17.66,31.98,0.02,6.25,8.07,23.07
Well 12,4,32.7266,79.6151,11/19/18 10:10,17.72,32.03,0.03,7.09,8.07,23.09
Well 12,4,32.7266,79.6151,11/19/18 10:10,17.8,32.07,0.03,7.98,8.08,23.1
Well 12,4,32.7266,79.6151,11/19/18 10:10,17.82,32.08,0.03,8.77,8.09,23.11
Well 12,4,32.7266,79.6151,11/19/18 10:10,17.83,32.08,0.03,9.61,8.1,23.11
Well 12,4,32.7266,79.6151,11/19/18 10:11,17.83,32.08,0.03,9.44,8.1,23.11
Well 12,4,32.7266,79.6151,11/19/18 10:11,17.83,32.08,0.03,9,8.1,23.11
Well 12,4,32.7266,79.6151,11/19/18 10:11,17.82,32.07,0.03,7.85,8.11,23.1
Well 12,4,32.7266,79.6151,11/19/18 10:11,17.81,32.05,0.03,6.54,8.11,23.09
Well 12,4,32.7266,79.6151,11/19/18 10:11,17.77,32.01,0.03,5.8,8.11,23.07
Well 12,4,32.7266,79.6151,11/19/18 10:11,17.67,31.91,0.03,4.67,8.11,23.01
Well 12,4,32.7266,79.6151,11/19/18 10:11,17.6,31.86,0.03,3.8,8.11,22.99
Well 12,4,32.7266,79.6151,11/19/18 10:12,17.55,31.83,0.03,2.96,8.11,22.98
Well 12,4,32.7266,79.6151,11/19/18 10:12,17.52,31.81,0.03,2.03,8.11,22.97
Well 12,4,32.7266,79.6151,11/19/18 10:12,17.51,31.81,0.03,0.69,8.11,22.98
Well 12,4,32.7266,79.6151,11/19/18 10:12,17.51,31.81,0.03,0.28,8.11,22.98
Well 12,4,32.7266,79.6151,11/19/18 10:12,17.52,31.81,0.03,-0.04,8.11,22.97
Well 07,5,32.7069,79.6611,4/29/19 9:16,20.82,32.92,-10.73,0.03,6.82,22.99
Well 07,5,32.7069,79.6611,4/29/19 9:17,20.69,33.05,6.35,0.85,7.71,23.12
Well 07,5,32.7069,79.6611,4/29/19 9:18,20.63,31.46,6.16,-0.03,7.85,21.93
Well 07,5,32.7069,79.6611,4/29/19 9:19,20.54,33.17,6.44,1.04,7.87,23.25
Well 07,5,32.7069,79.6611,4/29/19 9:19,20.56,34.36,6.39,2.17,7.87,24.15
Well 07,5,32.7069,79.6611,4/29/19 9:19,20.56,34.51,6.51,2.87,7.89,24.26
Well 07,5,32.7069,79.6611,4/29/19 9:19,20.55,32.86,6.59,4.06,7.9,23.01
Well 07,5,32.7069,79.6611,4/29/19 9:20,20.49,33.41,6.55,4.99,7.91,23.45
Well 07,5,32.7069,79.6611,4/29/19 9:20,20.39,35.35,6.36,5.85,7.93,24.95
Well 07,5,32.7069,79.6611,4/29/19 9:20,20.36,35.46,6.46,7.12,7.95,25.04
Well 07,5,32.7069,79.6611,4/29/19 9:20,20.33,35.5,6.47,8,7.96,25.08
Well 07,5,32.7069,79.6611,4/29/19 9:21,20.33,35.51,6.43,9.23,7.97,25.08
Well 07,5,32.7069,79.6611,4/29/19 9:21,20.32,35.52,6.4,10.12,7.97,25.09
Well 07,5,32.7069,79.6611,4/29/19 9:21,20.32,35.52,6.34,10.91,7.98,25.09
Well 07,5,32.7069,79.6611,4/29/19 9:21,20.32,35.52,6.34,10.69,7.99,25.09
Well 07,5,32.7069,79.6611,4/29/19 9:22,20.32,33.79,6.36,9.98,7.99,23.78
Well 07,5,32.7069,79.6611,4/29/19 9:22,20.32,35.51,6.3,8.81,8,25.09
Well 07,5,32.7069,79.6611,4/29/19 9:22,20.33,35.49,6.24,7.83,8,25.07
Well 07,5,32.7069,79.6611,4/29/19 9:22,20.35,35.47,6.29,6.89,8,25.05
Well 07,5,32.7069,79.6611,4/29/19 9:23,20.37,35.39,6.27,5.83,8,24.98
Well 07,5,32.7069,79.6611,4/29/19 9:23,20.43,35.14,6.36,4.84,8,24.78
Well 07,5,32.7069,79.6611,4/29/19 9:23,20.54,34.58,6.38,3.99,8,24.32
Well 07,5,32.7069,79.6611,4/29/19 9:23,20.55,34.54,6.4,2.82,8,24.29
Well 07,5,32.7069,79.6611,4/29/19 9:24,20.56,34.39,6.4,1.92,7.99,24.17
Well 07,5,32.7069,79.6611,4/29/19 9:24,20.55,31.57,6.46,0.72,7.99,22.03
Well 07,5,32.7069,79.6611,4/29/19 9:24,20.62,33.24,6.46,-0.04,7.99,23.28
Well 09,5,32.7564,79.6632,4/29/19 16:29,22.44,34.13,8.11,-0.04,7.75,23.46
Well 09,5,32.7564,79.6632,4/29/19 16:30,22.11,34.07,5.73,1.05,7.87,23.51
Well 09,5,32.7564,79.6632,4/29/19 16:30,21.72,32.35,6,2.24,7.88,22.31
Well 09,5,32.7564,79.6632,4/29/19 16:30,21.29,33.75,6.1,3.28,7.9,23.49
Well 09,5,32.7564,79.6632,4/29/19 16:30,20.7,34.04,6.29,4.35,7.92,23.87
Well 09,5,32.7564,79.6632,4/29/19 16:30,20.54,32.61,6.37,5.05,7.93,22.82
Well 09,5,32.7564,79.6632,4/29/19 16:30,20.52,34.55,6.3,5.67,7.93,24.3
Well 09,5,32.7564,79.6632,4/29/19 16:31,20.47,35.19,6.31,7.22,7.95,24.8
Well 09,5,32.7564,79.6632,4/29/19 16:31,20.43,35.22,6.27,8.4,7.96,24.84
Well 09,5,32.7564,79.6632,4/29/19 16:31,20.42,35.23,6.28,9.29,7.97,24.85
Well 09,5,32.7564,79.6632,4/29/19 16:31,20.41,35.26,6.21,10.57,7.97,24.87
Well 09,5,32.7564,79.6632,4/29/19 16:31,20.41,35.27,6.38,11.56,7.98,24.88
Well 11,5,32.7671,79.6414,4/29/19 15:16,21.82,33.27,-2.45,-0.03,7.7,22.98
Well 11,5,32.7671,79.6414,4/29/19 15:16,21.82,33.28,3.52,-0.02,7.71,22.99
Well 11,5,32.7671,79.6414,4/29/19 15:17,21.85,0.01,13.2,-0.05,7.81,-2.13
Well 11,5,32.7671,79.6414,4/29/19 15:17,21.97,33.4,8.51,-0.03,7.84,23.04
Well 11,5,32.7671,79.6414,4/29/19 15:17,21.67,33.16,5.65,1.01,7.92,22.94
Well 11,5,32.7671,79.6414,4/29/19 15:17,21.52,33.15,5.98,2.13,7.93,22.97
Well 11,5,32.7671,79.6414,4/29/19 15:18,21.1,33.52,6.25,2.98,7.93,23.37
Well 11,5,32.7671,79.6414,4/29/19 15:18,20.72,33.96,6.31,3.78,7.94,23.8
Well 11,5,32.7671,79.6414,4/29/19 15:18,20.49,34.21,6.29,4.82,7.95,24.05
Well 11,5,32.7671,79.6414,4/29/19 15:18,20.44,33.23,6.43,6.15,7.95,23.32
Well 11,5,32.7671,79.6414,4/29/19 15:18,20.43,35.06,6.36,6.91,7.97,24.72
Well 11,5,32.7671,79.6414,4/29/19 15:19,20.42,35.18,6.35,8.1,7.98,24.81
Well 11,5,32.7671,79.6414,4/29/19 15:19,20.41,35.2,6.33,9.23,7.98,24.83
Well 11,5,32.7671,79.6414,4/29/19 15:19,20.41,35.2,6.34,10.12,7.99,24.83
Well 11,5,32.7671,79.6414,4/29/19 15:19,20.41,35.2,6.35,10.88,7.99,24.83
Well 11,5,32.7671,79.6414,4/29/19 15:19,20.41,35.19,6.37,10.67,7.99,24.82
Well 11,5,32.7671,79.6414,4/29/19 15:20,20.41,35.2,6.35,9.75,8,24.83
Well 11,5,32.7671,79.6414,4/29/19 15:20,20.41,35.19,6.37,8.81,8,24.82
Well 11,5,32.7671,79.6414,4/29/19 15:20,20.41,35.19,6.36,8.08,8,24.82
Well 11,5,32.7671,79.6414,4/29/19 15:20,20.42,35.07,6.43,7.01,8,24.73
Well 11,5,32.7671,79.6414,4/29/19 15:20,20.44,33.22,6.4,6.25,8,23.31
Well 11,5,32.7671,79.6414,4/29/19 15:21,20.42,34.4,6.31,5.32,8,24.22
Well 11,5,32.7671,79.6414,4/29/19 15:21,20.45,34.2,6.37,4.39,8,24.06
Well 11,5,32.7671,79.6414,4/29/19 15:21,20.56,34.07,6.35,3.78,8,23.93
Well 11,5,32.7671,79.6414,4/29/19 15:21,20.95,33.49,6.43,2.88,8,23.38
Well 11,5,32.7671,79.6414,4/29/19 15:22,20.91,33.55,6.47,2.97,8,23.44
Well 11,5,32.7671,79.6414,4/29/19 15:22,21.24,33.42,6.43,1.94,8,23.25
Well 11,5,32.7671,79.6414,4/29/19 15:22,21.78,33.21,6.52,0.97,7.99,22.95
Well 11,5,32.7671,79.6414,4/29/19 15:22,21.92,2.1,7.85,-0.05,7.99,-0.56
Well 12,5,32.7266,79.6151,4/29/19 10:48,21.29,32.42,-7.23,0.02,7.72,22.48
Well 12,5,32.7266,79.6151,4/29/19 10:49,20.83,34.07,6.03,1.02,7.83,23.86
Well 12,5,32.7266,79.6151,4/29/19 10:49,20.6,34.22,6.28,2.15,7.87,24.03
Well 12,5,32.7266,79.6151,4/29/19 10:49,20.54,34.27,6.37,2.88,7.89,24.09
Well 12,5,32.7266,79.6151,4/29/19 10:49,20.54,34.32,6.38,3.95,7.91,24.12
Well 12,5,32.7266,79.6151,4/29/19 10:50,20.55,34.47,6.35,4.85,7.92,24.23
Well 12,5,32.7266,79.6151,4/29/19 10:50,20.52,34.73,6.37,6.09,7.94,24.44
Well 12,5,32.7266,79.6151,4/29/19 10:50,20.31,35.52,6.4,6.85,7.96,25.1
Well 12,5,32.7266,79.6151,4/29/19 10:50,20.3,35.63,6.3,8.33,7.97,25.18
Well 12,5,32.7266,79.6151,4/29/19 10:51,20.28,35.65,6.31,9.57,7.98,25.2
Well 12,5,32.7266,79.6151,4/29/19 10:51,20.29,35.64,6.31,9.8,8,25.19
Well 12,5,32.7266,79.6151,4/29/19 10:52,20.28,35.65,6.33,8.78,8.01,25.2
Well 12,5,32.7266,79.6151,4/29/19 10:52,20.28,35.63,6.35,7.66,8.02,25.19
Well 12,5,32.7266,79.6151,4/29/19 10:52,20.34,35.48,6.29,7.09,8.02,25.06
Well 12,5,32.7266,79.6151,4/29/19 10:53,20.48,34.82,6.34,5.92,8.02,24.52
Well 12,5,32.7266,79.6151,4/29/19 10:53,20.53,34.42,6.39,5.06,8.01,24.2
Well 12,5,32.7266,79.6151,4/29/19 10:53,20.54,34.32,6.37,4.14,8,24.12
Well 12,5,32.7266,79.6151,4/29/19 10:53,20.54,34.28,6.34,2.81,8,24.09
Well 12,5,32.7266,79.6151,4/29/19 10:53,20.62,34.24,6.37,2,8,24.04
Well 12,5,32.7266,79.6151,4/29/19 10:54,20.78,32.48,6.49,1.15,8,22.66
Well 12,5,32.7266,79.6151,4/29/19 10:54,21.05,34.22,6.4,-0.04,8,23.91
